Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
1468772296798270,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Sunny,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Modern buildings present;Commercial buildings present,Informational signs present;No signage,Crowded (>50 people),Recreational activities present;Leisure activities present;Commercial activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting;Fences present;Walls present,No barriers,Bright colours present;Street art present,Contemporary buildings present;Eclectic buildings present,Central gathering point present,Ethnic diversity present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate;Loud;Traffic noise present,Daytime;Weekend,Trash bins present;Play areas present,Street vendors present;Shops present;Markets present,Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present;Public art installations present,"Recycling bins present;Use of renewable energy present (e.g., solar panels),Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse"
1469124630599139,Street,Semi-enclosed,Small (<500 m²),Natural lighting,Well maintained,Trees present;Little greenery,Unpaved paths present;Narrow paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,No accessibility features;Fences present,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present,Traditional buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Warm (20–30 °C),Traffic noise present,Daytime,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Not applicable,
1473915559612975,Street,Semi-enclosed,Large,Natural lighting;Well lit;Shaded areas,Clean,Trees present;Little greenery;Grass present;Bushes present,Not applicable,No seating,Not applicable,Directional signs present;No signage,Empty,Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,Not applicable,Not applicable,No gathering points,Not applicable,Not applicable,Sunny,Warm,Quiet;Natural sounds present,Daytime,Not applicable,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1475483859469336,Street,Semi-enclosed,Small (<500 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Unpaved paths present;Narrow paths present,Paved paths present,No seating,Residential buildings present,Directional signs present,Sparingly populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,No safety measures,No barriers,Dark colours present;Monochrome elements present,Traditional buildings present,No gathering points,Not applicable,Not applicable,Snowy,Cold (<10 °C),Quiet;Natural sounds present,Daytime,No public amenities,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Not applicable
1475542796599249,Street,Semi-enclosed,Medium (500–2000 m²),Poorly lit,,,,Trees present,Grass present,Bushes present,,,,,,Linear paths present,,,,Empty,Transportation activities present,,,,Obstructed views present,,,,Physical barriers present (fences,walls),Dark colours present,",,,,,No gathering points,Not applicable,Not applicable,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,,,,,,Pedestrian paths present,,,,Not applicable,Not applicable,Not applicable,Accessible"
1476562143195137,Park,,,,Medium (500–2000 m²),Natural lighting;Shaded areas,Clean,Trees present;Little greenery;Grass present,,,,Paved paths present;Linear paths present,,,,Picnic tables present,,,,,,Empty,,,,Ramps present;No accessibility features,Clear sight lines;Obstructed views present,,,,Fences present;Walls present,"Physical barriers present (fences, walls),,,,,,,Not applicable,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,,,,Trash bins present,,,,,Not applicable,,,,,Accessible"
1717217798665246,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Residential buildings present;Commercial buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present;Street art present,Traditional buildings present;Contemporary buildings present,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Moderate;Traffic noise present,Daytime,Trash bins present;Play areas present,Street vendors present;Shops present;No commercial activities,Public transport access present;Pedestrian paths present,Culturally significant features present,Not applicable,Inviting
322966342562668,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Shaded areas,Clean,Trees present;Grass present;Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,No safety measures,No barriers,Not applicable,Not applicable,Informal gathering points present,Not applicable,Not applicable,Cloudy,Not applicable,Quiet;Traffic noise present,Daytime,Trash bins present,No commercial activities;Shops present,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,,
4244487142248597,Street,Open,Small (<500 m²),Natural lighting;Shaded areas,Clean,Trees present;Little greenery,Unpaved paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,No safety measures,No barriers,No decorative elements,Traditional buildings present;Vernacular buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,No public amenities,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,,",,Accessible"
4249091758448189,Street,Open,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Clean,No vegetation,Paved paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present;Commercial buildings present,Informational signs present;Directional signs present,Empty,Transportation activities present,Ramps present;Wide entrances present;No accessibility features,Obstructed views present;Hidden corners present,Surveillance cameras present;Safety lighting;Fences present,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present,Contemporary buildings present,No gathering points,Ethnic diversity present;Gender diversity present,No design features,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,,,,Parking spaces present,Not applicable,"Not applicable,Accessible"
4254638591212999,Street,Semi-enclosed,Small (<500 m²),Natural lighting;Artificial lighting;Well lit,Trees present;Little greenery,Modern buildings present;Historic buildings present;Residential buildings present;Commercial buildings present,Mixed-use buildings present,Sparesely populated (<20 people),Commercial activities present;Transportation activities present,Public transport access present;Parking spaces present;Pedestrian paths present,Not applicable,Cloudy,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Shops present;Cafés present,Accessible,,,,,,,,,,,,,,,
4285876834777685,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Narrow paths present,No seating,Historic buildings present;Commercial buildings present,Informational signs present;Decorative signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Fences present,Physical barriers present (fences,walls),Dark colours present;Sculptures present,Traditional buildings present;Contemporary buildings present,No gathering points,Varied age groups present,No design features,Daytime;Weekend,Trash bins present,Street vendors present;Shops present;Cafés present,Pedestrian paths present;Parking spaces present,Historic monuments present;Monuments present,Culturally significant features present,Not applicable,Accessible,,
4342910799075782,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,No vegetation,Paved paths present;Narrow paths present,No seating,Modern buildings present;Residential buildings present,Informational signs present;Decorative signs present;Directional signs present,Empty,Transportation activities present,Ramps present;No accessibility features,Clear sight lines;Obstructed views present,Safety lighting;Fences present;Walls present,Physical barriers present (fences,walls),Dark colours present;No decorative elements,Contemporary buildings present,No gathering points,Ethnic diversity present,Gender-neutral restrooms present,Cloudy,Warm (20–30 °C),Quiet;Traffic noise present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Accessible;Safe and secure
4379283965437331,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Modern buildings present;Commercial buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting;Fences present,No barriers,Bright colours present;Street art present,Contemporary buildings present;Eclectic buildings present,Central gathering point present,Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present;No design features,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Restrooms present;Trash bins present;Play areas present,Cafés present;No commercial activities,Public transport access present;Pedestrian paths present,Public art installations present,Not applicable,Inviting,
4383270765038842,Alley,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Shaded areas,Dirty;Neglected,Trees present;Little greenery,Unpaved paths present;Linear paths present;Narrow paths present,No seating,Modern buildings present;Vacant lots present,No signage,Sparsely populated (<20 people),Transportation activities present,Fences present;Walls present,Obstructed views present;Hidden corners present,Physical barriers present (fences,walls),Street art present,Not applicable,No gathering points,Ethnic diversity present,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,No commercial activities,Pedestrian paths present;Parking spaces present,Public art installations present,Not applicable,Accessible,,
4437578276275422,Alley,Semi-enclosed,Small (<500 m²),Natural lighting;Well lit,Clean;Well maintained,No vegetation,Paved paths present,Narrow paths present,Linear paths present,No seating,Modern buildings present;Historic buildings present;Commercial buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting;Fences present,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present;Street art present,Traditional buildings present;Contemporary buildings present,Either option is possible;Not applicable,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Traffic noise present,Daytime,No commercial activities,Public transport access present;Pedestrian paths present,Culturally significant features present;Public art installations present,"No sustainability features,Accessible;Comfortable;Safe and secure;Diverse"
4489741814387124,Alley,Semi-enclosed,Medium (500–2000 m²),Natural lighting,Dirty,Trees present;Little greenery,Unpaved paths present;Narrow paths present;Linear paths present,No seating,Commercial buildings present;Vacant lots present,Decorative signs present;No signage,Sparsely populated (<20 people),Transportation activities present,Fences present;Walls present,Obstructed views present;Hidden corners present,Physical barriers present (fences,walls),Street art present,Not applicable,No gathering points,Not applicable,Not applicable,Cloudy,Not applicable,Moderate;Traffic noise present,Daytime,Not applicable,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Not applicable,Not applicable
4491680690861085,Alley,Semi-enclosed,Small (<500 m²),Natural lighting,Dirty,Grass present;Trees present,Paved paths present,Narrow paths present;Linear paths present,No seating,Commercial buildings present,Fences present,Hidden corners present;Obstructed views present,Surveillance cameras present;Fences present,Physical barriers present (fences,walls),Dark colours present;Street art present,Contemporary buildings present,Sparsely populated (<20 people),Transportation activities present;Leisure activities present,Pedestrian paths present;Bicycle lanes present,Cloudy,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Bicycle lanes present,Not applicable,Not applicable,Not applicable,Accessible,
4515880935107547,Street,Alley,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Shaded areas,Clean;Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present;Commercial buildings present,Vacant lots present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Fences present;Walls present,Physical barriers present (fences,walls),Dark colours present;Street art present,Contemporary buildings present;Vernacular buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Traffic noise present,Daytime,No public amenities present,No commercial activities,Pedestrian paths present;Parking spaces present,"No culturally significant features,Not applicable,Accessible,Comfortable"
4555861361108981,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,No seating,Modern buildings present;Commercial buildings present,Informational signs present;Decorative signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting;Fences present,No barriers,Bright colours present;Street art present,Contemporary buildings present,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Street vendors present,Culturally significant features present;Public art installations present,Use of renewable energy present (e.g.,solar panels),Inviting,
JXEP8R9pL2mgchz2CHDK8,Park,Trees present;Grass present;Bushes present,Open,Small (<500 m²),Natural lighting;Well lit;Shaded areas,Clean,Trees present;Little greenery;Grass present;Bushes present,Paved paths present;Curved paths present,Benches present;Custom seats present,Modern buildings present;Commercial buildings present,Sparcely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,No barriers,Monochrome elements present;Sculptures present,Semi-enclosed;Organic,Not applicable,Varied age groups present,Wheelchair-accessible features present,Daytime,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekday,Trash bins present;Fitness equipment present,Shops present;Cafés present,Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,Inviting,,
JYCuUu4gAFPPBFRLKrkw3,Park,Waterfront,Public plaza,Garden,,,,,,Organic,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Little greenery,Paved paths present;Curved paths present;Intersecting paths present,No seating,Modern buildings present,,,,Moderately populated (20–50 people),Leisure activities present;Social activities present,,,,Clear sight lines;Panoramic views present,,,,No barriers,Bright colours present;Water features present,"Contemporary buildings present,Central gathering point present;Informal gathering points present,Varied age groups present;Gender diversity present,,,,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekend,Trash bins present;Play areas present,,,,Pedestrian paths present,Culturally significant features present,Recycling bins present;Green building features present,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse"
JYPqX02jMHaFj6MgbZ7BO,Street,Square,,,,Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Little greenery,,,,Paved paths present;Wide paths present;Linear paths present,,,,Benches present;Custom seats present,,,,Commercial buildings present,,,,No signage,Mixed-use buildings present,Moderately populated (20–50 people),Leisure activities present;Social activities present,,,,Clear sight lines,",,,No barriers,Dark colours present;No decorative elements,Traditional buildings present;Contemporary buildings present,Central gathering point present;Informal gathering points present,Varied age groups present;Gender diversity present,,,,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekend,Trash bins present,,,,Shops present;Cafés present,Pedestrian paths present,,,,Culturally significant features present;Public art installations present,,,,,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse"
JYw01ZMbyY15SqZrnwOeo,Public plaza;Waterfront,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,Benches present;Custom seats present;Movable seats present,Modern buildings present;Commercial buildings present,Informational signs present;Directional signs present,Crowded (>50 people),Recreational activities present;Leisure activities present;Commercial activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Surveillance cameras present;Safety lighting;Fences present,No barriers,Bright colours present;Water features present,Contemporary buildings present,Gathering points near monuments present;Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekend,Restrooms present;Trash bins present;Play areas present,Street vendors present;Shops present;Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present;Public art installations present,Recycling bins present;Green building features present,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse,
JZWbCOxJDDCSAUS868OgD,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Picnic tables present,Residential buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Panoramic views present,Not applicable,No barriers,Bright colours present;Water features present,Not applicable,Central gathering point present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Inviting,
Jxjad0Z5NnifOrqkHQJl6,Public plaza,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;Custom seats present,Modern buildings present,No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines,No barriers,No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Benches present;Custom seats present,No commercial activities,Pedestrian paths present;Bicycle lanes present,No cultural elements,No sustainability features,Inviting,,
JzZ943Mpv0rqpgdZFYenJ,Public plaza,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Unpaved paths present;Wide paths present;Linear paths present,Benches present;Picnic tables present;Custom seats present,Modern buildings present;Commercial buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,No accessibility features,No barriers,Bright colours present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Moderate;Natural sounds present,Daytime;Weekend,Trash bins present,Street vendors present;Cafés present,Pedestrian paths present,No cultural elements,No sustainability features,Inviting,
JzuSQEK0v3rW6PyYeZxSK,Park,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present,Modern buildings present,Trees present;Grass present;Bushes present,Empty,Leisure activities present,Artificial lighting,Safety lighting,No barriers,Bright colours present;Dark colours present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Cloudy,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present likely (though not directly visible);Trash bins present likely (though not directly visible),No commercial activities,Pedestrian paths present likely (though not directly visible),Culturally significant features present likely (though not directly visible),Not applicable,Inviting,,,
KEGxy9EYupJ7W4bku5bgY,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present;Curved paths present,No seating,Modern buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Sports activities present,No accessibility features,Clear sight lines;Obstructed views present,No accessibility features;Safety lighting,Safety signs present,Fences present,Walls present,Physical barriers present (fences,walls),Bright colours present;Dark colours present;Monochrome elements present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekend,Trash bins present,"Shops present;Cafés present,Public transport access present;Pedestrian paths present;Parking spaces present,Culturally significant features present,Not applicable,Inviting"
KENpZFYYMiSLi3D9PBtoY,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Too much greenery;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present;Chairs present;Custom seats present;Movable seats present,Modern buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,No barriers,Bright colours present;Sculptures present;Street art present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present;Play areas present,Street vendors present;Cafés present,Public transport access present;Pedestrian paths present,Public art installations present,Recycling bins present;Green building features present,Inviting,,,
KgalaiY07EKMHbz73d5VM,Street,Not applicable,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,No seating,Modern buildings present;Mixed-use buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting,Physical barriers present (fences,walls),Monochrome elements present;Sculptures present,Contemporary buildings present;Eclectic buildings present,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Moderate;Traffic noise present,Daytime,Trash bins present,Street vendors present;Shops present;No commercial activities,Pedestrian paths present,Public art installations present,Recycling bins present,Accessible
RUBwOsZbnj2ntaKvRGtMn,Park,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Paved paths present;Wide paths present,Benches present;No seating,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,Sculptures present;Water features present,Contemporary buildings present;Eclectic buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present;No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Culturally significant features present;Public art installations present,Recycling bins present;Green building features present,Inviting,,,,
RUHxtMsQpXX5b4YY3xQQb,Park,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present,Moderately populated (20–50 people),Leisure activities present;Social activities present,Clear sight lines;Panoramic views present,Safety lighting;Fences present,Bright colours present;Water features present,Central gathering point present;Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Daytime;Weekend,Natural lighting;Well lit,Clean;Well maintained,Large (>2000 m²),Open,Informational signs present;No signage,Modern buildings present,Ramps present;Wide entrances present,Quiet;Natural sounds present,Restrooms present;Trash bins present,Bicycle lanes present;Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse,Warm (20–30 °C),Cloudy,,,,
RUbvrc7EQXskgipbWCwSO,Park,Trees present;Curved benches present,Open,Small (<500 m²),Natural lighting;Shaded areas,Clean,Trees present;Little greenery;Bushes present,Paved paths present;Curved paths present,Benches present;Custom seats present,No commercial buildings,No signage,Empty,Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,Walls present,Physical barriers present (fences,walls),Bright colours present;Dark colours present,Trees with benches,Central gathering point present,Ethnic diversity present;Gender diversity present,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,No amenities,No commercial activities,Pedestrian paths present,No cultural elements,"No sustainability features,Comfortable;Inviting"
Ru5Ep9n9oyZiZvWgAaNiB,Alley,Semi-enclosed,Small (<500 m²),Natural lighting;Artificial lighting;Well lit,Trees present;Little greenery,Paved paths present;Narrow paths present;Linear paths present,Picnic tables present;Custom seats present,Mixed-use buildings present;Commercial buildings present,Decorative signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,No barriers,Bright colours present;Street art present,Contemporary buildings present;Eclectic buildings present;Vernacular buildings present,No gathering points,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Warm (20–30 °C),Daytime;Weekend,Trash bins present,Street vendors present;Shops present,Cafés present;No commercial activities,Pedestrian paths present,Public art installations present,Not applicable,Inviting,,,,
jXBUAsH9Um3lNY7yn8dCN,Public plaza,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery;Grass present,Paved paths present;Curved paths present;Intersecting paths present,No seating,Modern buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present;Recreational activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Play areas present,No commercial activities,Pedestrian paths present;Bicycle lanes present,No applicable,Not applicable,Inviting,
jXtnV3jMbb8Z7WB8pyMfO,Park,Paved paths present;Curved paths present;Intersecting paths present,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present;Paved paths present;Curved paths present;Intersecting paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,No barriers,Not applicable,Not applicable,Central gathering point present,Not applicable,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekend,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,,
jY6YoZ6espqMHT4Xs69nk,Street,Semi-enclosed,Small (<500 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,No seating,Modern buildings present;Residential buildings present,No signage,Empty,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,Dark colours present;Monochrome elements present,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Not applicable,Quiet;Natural sounds present,Daytime,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Accessible,,,,
jYpetXvABqXGNgNnkz9to,Waterfront,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present,Benches present;No seating,Modern buildings present;Residential buildings present;Commercial buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,Pedestrian paths present;Bicycle lanes present,Clear sight lines;Panoramic views present,Not applicable,Not applicable,Street art present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Not applicable,Cloudy,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,Street vendors present;Shops present;No commercial activities,Public transport access present;Pedestrian paths present;Parking spaces present,Culturally significant features present,Not applicable,Comfortable,
jZTkAflZmwGdlkbkks66u,Street,Semi-enclosed,Small (<500 m²),Natural lighting;Artificial lighting;Well lit,Trees present;Little greenery;Bushes present,Paved paths present;Wide paths present,Narrow paths present,Benches present;Custom seats present,Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present,Cafés present,Wheelchair-accessible features present,Clear sight lines;Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Dark colours present;Monochrome elements present,Contemporary buildings present;Eclectic buildings present,Edge gathering points present,Gathering points near monuments present,Varied age groups present;Ethnic diversity present,Gender diversity present,Sunny;Cloudy,Warm (20–30 °C),Quiet;Moderate;Natural sounds present,Daytime;Weekend,Trash bins present,Street vendors present;Shops present;Cafés present,Pedestrian paths present,"Culturally significant features present;Public art installations present,Not applicable,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse"
