Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
1468772296798270,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present,Benches present;No seating,Mixed-use buildings present;Commercial buildings present;Residential buildings present,Informational signs present;Decorative signs present;Directional signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements,Contemporary buildings present;Traditional buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime;Weekend,Trash bins present;Play areas present;Restrooms present;Water fountains present,Street vendors present;Cafés present;Shops present;No commercial activities,Public transport access present;Pedestrian paths present,Public art installations present;Culturally significant features present;Not applicable,Recycling bins present,Inviting
1469124630599139,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Trash bins present;Not applicable,No commercial activities,Parking spaces present;Pedestrian paths present,Not applicable,Not applicable,Accessible,
1473915559612975,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Little greenery;No vegetation,Paved paths present;Wide paths present;Linear paths present,No seating,Not applicable,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,No decorative elements,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1475483859469336,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery;No vegetation,Paved paths present;Linear paths present,Benches present;No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present,Ramps present;No accessibility features,Clear sight lines;Not applicable,Not applicable,No barriers,Bright colours present;No decorative elements,Not applicable,Edge gathering points present,Not applicable,No design features,Sunny,Cold (<10 °C),Quiet;Traffic noise present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1475542796599249,Street,Open,Medium (500–2000 m²),Natural lighting;Poorly lit,Tidy,Trees present;Little greenery;Grass present,Paved paths present;Linear paths present,Benches present;No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,Physical barriers present (fences,walls),Dark colours present,Not applicable,Edge gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable
1476562143195137,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present,Both paved paths present;Linear paths present,Benches present;Picnic tables present,Not applicable,No signage,Empty,Recreational activities present;Leisure activities present;Sports activities present,Ramps present,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Not applicable,Edge gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable
1717217798665246,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Linear paths present,Benches present,Commercial buildings present;Residential buildings present;Mixed-use buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,Bright colours present;No decorative elements,Traditional buildings present,Edge gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Trash bins present;Not applicable,Shops present;No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Inviting,,
322966342562668,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Bushes present,Unpaved paths present;Wide paths present;Linear paths present,Benches present,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present;Recreational activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Inviting,
4244487142248597,Street,Open,Not applicable,Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Narrow paths present,Benches present,Residential buildings present;Not applicable,Informational signs present,Sparsely populated (<20 people),Leisure activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Edge gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Cloudy,Cool (10–20 °C),Moderate,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Accessible,
4249091758448189,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present,Benches present;No seating,Modern buildings present;Residential buildings present;Commercial buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Transportation activities present,Ramps present;Wide entrances present,Clear sight lines;Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Sunny,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Trash bins present;Not applicable,Shops present,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Accessible
4254638591212999,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Linear paths present,Benches present;No seating,Modern buildings present;Historic buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Commercial activities present;Transportation activities present;Leisure activities present,Ramps present;No accessibility features,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting,No barriers,Dark colours present;No decorative elements,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Trash bins present;Not applicable,Shops present;Cafés present;No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Accessible,
4285876834777685,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present,Benches present;No seating,Historic buildings present;Commercial buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Transportation activities present,Ramps present;No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),Dark colours present;No decorative elements,Traditional buildings present;Not applicable,No gathering points,Varied age groups present;Not applicable,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Not applicable,Daytime;Not applicable,Trash bins present;Not applicable,Cafés present;No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Accessible
4342910799075782,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Little greenery;No vegetation,Paved paths present;Wide paths present,Benches present,Modern buildings present;Residential buildings present;Mixed-use buildings present,Informational signs present;No signage,Empty,Not applicable,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,Physical barriers present (fences,walls),No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Sunny,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Accessible
4379283965437331,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present,Benches present;No seating,Modern buildings present;Commercial buildings present,Informational signs present;Decorative signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime;Weekend,Trash bins present;Not applicable,Cafés present;Shops present;No commercial activities,Public transport access present;Pedestrian paths present,Monuments present;Public art installations present,Not applicable,Inviting,,
4383270765038842,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery;Grass present;Bushes present,Paved paths present;Narrow paths present;Linear paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,Street art present,Not applicable,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
4437578276275422,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Narrow paths present,Benches present;No seating,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Transportation activities present,Ramps present;Wide entrances present,Clear sight lines,Walls present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,Edge gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime;Weekday,Trash bins present;Not applicable,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Inviting
4489741814387124,Alley,Open,Medium (500–2000 m²),Natural lighting;Well lit,Dirty,Trees present;Little greenery;No vegetation,Paved paths present;Linear paths present,Benches present,Not applicable,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,Physical barriers present (fences,walls),No decorative elements,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Not applicable
4491680690861085,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present;Residential buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present,Ramps present,Clear sight lines;Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),No decorative elements,Contemporary buildings present,No gathering points,Not applicable,Wheelchair-accessible features present,Sunny,Cool (10–20 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Trash bins present,No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Accessible
4515880935107547,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present,Benches present;No seating,Residential buildings present;Commercial buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Transportation activities present,Ramps present;No accessibility features,Clear sight lines;Obstructed views present,Safety lighting;Walls present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,Edge gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,Trash bins present;Not applicable,Shops present;No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Accessible
4555861361108981,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present;Mixed-use buildings present;Not applicable,Informational signs present;Decorative signs present;Directional signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Commercial activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements;Not applicable,Contemporary buildings present;Not applicable,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Not applicable,Trash bins present;Not applicable,Street vendors present;No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Inviting
JXEP8R9pL2mgchz2CHDK8,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Built paths present;Wide paths present;Curved paths present,Benches present,Modern buildings present;Commercial buildings present;Residential buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Recreational activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekend,Trash bins present;Restrooms present,No commercial activities,Pedestrian paths present;Bicycle lanes present,Not applicable,Recycling bins present,Inviting,,
JYCuUu4gAFPPBFRLKrkw3,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Curved paths present,Benches present,Modern buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present,Ramps present;Wide entrances present,Clear sight lines,Safety lighting;Fences present,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present;Play areas present;Not applicable,No commercial activities,Public transport access present;Pedestrian paths present;Bicycle lanes present,Not applicable,Recycling bins present,Inviting,
JYPqX02jMHaFj6MgbZ7BO,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present,Benches present;Custom seats present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Safety signs present,No barriers,Bright colours present;Street art present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present;Play areas present;Not applicable,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present;Not applicable,Inviting,,
JYw01ZMbyY15SqZrnwOeo,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Benches present;Custom seats present;No seating,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present;No accessibility features,Clear sight lines;Panoramic views present,Surveillance cameras present;Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Water features present;No decorative elements,Contemporary buildings present;Not applicable,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present;Traffic noise present,Daytime;Weekday,Trash bins present;Play areas present;Not applicable,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present;Parking spaces present,Public art installations present;Not applicable,Recycling bins present,Inviting
JZWbCOxJDDCSAUS868OgD,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Curved paths present,Benches present;Picnic tables present,Modern buildings present,Informational signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Safety lighting,No barriers,Bright colours present;Flower beds present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present;Not applicable,Cafés present;No commercial activities,Public transport access present;Pedestrian paths present,Public art installations present;Not applicable,Recycling bins present,Inviting,
Jxjad0Z5NnifOrqkHQJl6,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present,Moderately populated (20–50 people),Leisure activities present;Transportation activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Surveillance cameras present;Safety lighting;Not applicable,No barriers,Bright colours present;Water features present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present,No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Recycling bins present,Inviting,
JzZ943Mpv0rqpgdZFYenJ,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present;Picnic tables present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Sculptures present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present;Not applicable,Recycling bins present,Inviting
JzuSQEK0v3rW6PyYeZxSK,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Empty,Leisure activities present;Recreational activities present,Wide entrances present,Clear sight lines,Safety lighting;Fences present,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Not applicable,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
KEGxy9EYupJ7W4bku5bgY,Public plaza,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,Benches present;No seating,Modern buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Lighting;Not applicable,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present;Play areas present,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
KENpZFYYMiSLi3D9PBtoY,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,Benches present;Chairs present;Picnic tables present,Modern buildings present;Commercial buildings present;Residential buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;Sculptures present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Restrooms present;Trash bins present;Play areas present;Water fountains present;Not applicable,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Public art installations present;Not applicable,Recycling bins present,Inviting,
KgalaiY07EKMHbz73d5VM,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present;Directional signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Surveillance cameras present;Safety lighting;Fences present,No barriers,Bright colours present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present;Multilingual signs present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime;Weekday,Trash bins present,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
RUBwOsZbnj2ntaKvRGtMn,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present,Benches present;No seating,Modern buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Recreational activities present,Ramps present;Wide entrances present;No accessibility features,Clear sight lines,Fences present,No barriers,Bright colours present;Sculptures present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Not applicable,Cafés present;No commercial activities,Public transport access present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
RUHxtMsQpXX5b4YY3xQQb,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Recreational activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Cool (10–20 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
RUbvrc7EQXskgipbWCwSO,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,Benches present,No signage,Empty,Leisure activities present,No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
Ru5Ep9n9oyZiZvWgAaNiB,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Narrow paths present;Linear paths present,Benches present;Chairs present;Custom seats present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Hidden corners present,Not applicable,Bright colours present;Murals present;Street art present,Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present;Multilingual signs present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present;Not applicable,Shops present;Cafés present,Pedestrian paths present;Bicycle lanes present,Public art installations present,Recycling bins present,Inviting,,
jXBUAsH9Um3lNY7yn8dCN,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present;Intersecting paths present,Benches present,Modern buildings present;Commercial buildings present,Informational signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Safety signs present,No barriers,Bright colours present;Water features present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present;Multilingual signs present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present,Cafés present;Shops present;No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
jXtnV3jMbb8Z7WB8pyMfO,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present,Not applicable,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Recreational activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Informal gathering points,Varied age groups present;Not applicable,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
jY6YoZ6espqMHT4Xs69nk,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Empty,Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
jYpetXvABqXGNgNnkz9to,Waterfront,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Modern buildings present;Commercial buildings present;Residential buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Transportation activities present;Recreational activities present,Ramps present;No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements,Contemporary buildings present,Edge gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Not applicable,Cafés present;No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Monuments present;Not applicable,Recycling bins present,Inviting
